Date,lower_bb_sma,upper_bb_sma,lower_bb_ema,upper_bb_ema,SMA_10,EMA_10,Volume,Close,bs_signal
2008-01-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2008-01-16,0.9940362218516439,0.9850039286881707,0.9953105204153698,0.9861386621962499,0.9892584364746562,0.9904589097240417,1.4429818105351697,0.9756469018502153,0
2008-01-17,0.9725709112956813,0.9796198627450992,0.9720872122788032,0.9791891399161636,0.9762995742773393,0.9758438979177754,1.3459573125854274,0.9370877813944178,0
2008-01-18,0.9625891008596907,0.970157913478018,0.9622836859255403,0.9698859485166552,0.9665927532649565,0.9663050322638917,1.6440121964041636,0.9507864353926506,0
2008-01-22,0.9446964888050994,0.9697896418987689,0.9415033459216268,0.9669462217387659,0.9579699397154712,0.9549617886257715,1.33018610030491,0.9307458227030817,0
2008-01-23,0.9348346062917685,0.96739342742005,0.9303010797959267,0.9633564265389101,0.9520571495222901,0.9477862687110256,2.5188939123120595,0.942668736009389,0
2008-01-24,0.9290658586589633,0.9641934628264833,0.9245506652251655,0.960172787114655,0.947647203449554,0.9433935935912585,2.4994637787824625,0.9510401679318456,0
2008-01-25,0.9250389987823708,0.9584177151076884,0.9221554526800254,0.955849983747421,0.9426952395481876,0.939978749035074,0.5400483650509936,0.9520548077767961,1
2008-01-28,0.9269576854956657,0.9423175104603584,0.9285711087844363,0.9437542267218366,0.9350825266385744,0.9366024777342121,0.7084007990747555,0.9487570589321402,0
2008-01-29,0.9449271779851103,0.9110395155828992,0.9536125193464348,0.9187736119339028,0.9270017215195983,0.9351838856237205,0.6430659236673326,0.9563673900076216,0
2008-01-30,0.9556625709032364,0.8935621693287586,0.9676567461681533,0.9042427060273814,0.9228135053140595,0.9341128090752404,0.8931132373041741,0.9568747583154017,0
2008-01-31,0.9544720842234349,0.8952277495293802,0.9693327734144759,0.9084608508278078,0.9231337838773712,0.9371335327188962,0.8806434654610451,0.978944747465481,0
2008-02-01,0.9468427806799874,0.9143172686207567,0.9621302187072358,0.9279303799245023,0.9296378568491189,0.9440396312258338,0.8223951214383346,1.0040589464622407,0
2008-02-04,0.9379397812660758,0.9353793171783079,0.9552738547784169,0.9508149102221006,0.9365853801571401,0.9529152200759783,0.4846178109557355,1.0223237216892742,0
2008-02-05,0.9467727434914416,0.939576679000474,0.9601920056456957,0.9515262227366056,0.942966262559684,0.9556080921130131,1.101188097991799,0.9964485186161495,0
2008-02-06,0.9542777523510599,0.9418826071164343,0.9640850758499425,0.9506158027077534,0.9477211290688212,0.9569602743081091,0.5197771001997686,0.9916286648481534,0
2008-02-07,0.9587583433964854,0.941292712798421,0.9636942460877025,0.9456880204098227,0.949519600481368,0.9541695461935027,1.2084954263484387,0.9695586756980742,0
2008-02-08,0.9606786000983638,0.9407471420473847,0.9604448242162505,0.9405389700111242,0.9501355157349026,0.9499152834433366,0.5218799285038377,0.9583967664681322,1
2008-02-11,0.9667146174561704,0.9391913516437221,0.9627337344049072,0.9356464670157388,0.9521557170146466,0.9484054627586889,0.5814740826411523,0.9695586756980742,0
2008-02-12,0.9727345383621668,0.9388142683541264,0.9672593153300719,0.9339387084064171,0.9547918335479254,0.9496338125224353,0.9446745873199454,0.9835109654648918,0
2008-02-13,0.9790453686334388,0.9373397865685185,0.971548690396482,0.9306641673400929,0.9569844903468093,0.9499221252630691,0.4306802649563663,0.9794521157732611,0
2008-02-14,0.9788599458372759,0.9373185972567079,0.9714329779738745,0.9307050535096382,0.9568859416506947,0.9498892483341843,0.37350436336873094,0.9779300108499208,0
2008-02-15,0.9795150757011043,0.9348722143505613,0.9761011872506412,0.9318322253496645,0.9559004734857909,0.9526843655203352,0.43267795184523183,0.9939117738478588,0
2008-02-19,0.9806642491957475,0.9332434225893677,0.9847251804242239,0.9368595882746559,0.9555801949224791,0.959405859838185,0.4448953842918726,1.0190258760740085,0
2008-02-20,0.9786502795280171,0.937877890585362,0.9856222042470694,0.9440862288976827,0.957083029644803,0.9636510423226802,0.3355272841972453,1.0119229133063072,0
2008-02-21,0.9784610148361539,0.9399559984168684,0.9861932617089282,0.9468413860874186,0.958093130284675,0.9653774165521496,0.43959625696561877,1.0020294732311203,0
2008-02-22,0.9821249217584044,0.9440522056071402,0.9886510111812824,0.9498635378613405,0.9619857097999911,0.9681337162392015,0.33706234885921565,1.0096398043066017,0
2008-02-25,0.9888106232649132,0.9516986352944127,0.9943736286738911,0.9566523634260182,0.9691796048482989,0.974420322659468,0.6366102407738408,1.032470894303656,0
2008-02-26,0.9911372164473695,0.9642513871816251,0.9970866974903642,0.9695492629599898,0.9769154989289948,0.9825203022640617,0.5687519714015351,1.0492136613779592,0
2008-02-27,0.9962479723991755,0.9688756463818231,1.0011323769657612,0.9732250960998818,0.9817689141342466,0.9863703452181982,1.329050573020713,1.0334856309192162,0
2008-02-28,1.003237857753409,0.975692295244214,1.0073292870643886,0.9793356187692217,0.9886671630942105,0.9925215592140822,0.9117442960782252,1.0504820337621046,0
2008-02-29,1.0164886335611478,0.9765611751123282,1.018143438806338,0.9780347410524577,0.9953683240600665,0.9969272596865693,0.9985700767532331,1.046930552378254,0
2008-03-03,1.0249459467242616,0.980440997398283,1.0257316763865345,0.9811406715574267,1.00140429542433,1.002144504561857,0.816338975922616,1.0560629883770756,0
