Date,lower_bb_sma,upper_bb_sma,lower_bb_ema,upper_bb_ema,SMA_10,EMA_10,Volume,Close,bs_signal
2008-01-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2008-01-16,1.0095105907169517,0.9960859545750739,1.0062840984633257,0.9930490346849145,1.0025951134139783,0.9994662762001588,1.1046990931574607,1.0004268330326267,0
2008-01-17,0.9929713163326057,1.0049364515922024,0.9852318065653946,0.9976516762682532,0.9991349561095251,0.9916296952029925,1.2500687001923605,0.9595901474723394,0
2008-01-18,0.981731072807494,1.0100380606095234,0.9699973236001617,0.9989937271499144,0.9963129452390173,0.9849343370504288,1.3064028579280023,0.9580250319559939,0
2008-01-22,0.9731513392525599,1.0115618633273389,0.9603391332565018,0.9995024377444872,0.9929378798058512,0.9805134560786484,1.2709535586699643,0.9638589052422729,0
2008-01-23,0.9720612696769971,1.0082108124658966,0.9627896504354359,0.9994839466700655,0.9906831034479443,0.9816921048541123,1.5454795273426765,0.9903243851665567,0
2008-01-24,0.9704553481931623,1.003996399021505,0.9639170559806822,0.997842263785184,0.9877334608563212,0.981393060700008,1.119538334707337,0.9833522904599398,0
2008-01-25,0.9688685397500768,0.9925789919288548,0.9651076816392012,0.989039102816104,0.9810825835537728,0.9774355539351589,1.035449299258038,0.9628628393727154,0
2008-01-28,0.9691228351997747,0.9840534691775755,0.9679933630726368,0.9829903591191427,0.9768141021586155,0.9757188153438434,1.1588348447375654,0.9712577719181358,0
2008-01-29,0.9719874905605845,0.9783014200826027,0.9755794070367511,0.9816822937165011,0.9752400059986664,0.9787232072761315,1.0612805715856004,0.9955890256159051,0
2008-01-30,0.9720965598110698,0.972445253326325,0.9765469525391418,0.9766341634902079,0.9722761834571007,0.9765918778053684,1.2050013740038472,0.9702618281753401,0
2008-01-31,0.9715620976603284,0.9733612499932177,0.9800304401928998,0.9813320355560677,0.9724889009636876,0.9807009353256181,1.2137949986259962,1.002561181385903,0
2008-02-01,0.9744001377225376,0.9787834281061946,0.9818233224640854,0.9857704640628437,0.9766581166234304,0.9838566265960823,1.7169552074745809,1.0014228989021843,0
2008-02-04,0.9779232524773417,0.986258594335135,0.9845896903785759,0.9925333460677694,0.9822170647506053,0.9886817320578202,0.790052212146194,1.0138019727990728,0
2008-02-05,0.9841456758084124,0.986926071459232,0.9883862818362661,0.9909175209281857,0.9855779502338285,0.9896902074178291,1.159934047815334,0.9975810962916392,0
2008-02-06,0.9844437483798022,0.9882146672711057,0.9888612118935247,0.9923725829747003,0.9863862743245326,0.9906700361147219,0.6086837043143721,0.9984348844836545,0
2008-02-07,0.9859112935833033,0.9900817412965915,0.9897489214331875,0.9936938895468302,0.9880596301340806,0.9917811059305941,0.9230557845561967,1.0001422776775422,0
2008-02-08,0.9954949514679644,0.9870349142232585,0.9959002210386105,0.9874163722040079,0.9911369044468189,0.9915299078742535,0.8098378675460292,0.9937393547444751,0
2008-02-11,0.9930384403913097,0.9883836093577,0.9886120411214648,0.984217282917811,0.9906405818555624,0.9863481547644546,1.1288815608683704,0.9662778089506338,0
2008-02-12,0.992839571284365,0.9881578807414995,0.98933894517326,0.984862933712608,0.9904278765206064,0.9870332025567113,1.6625446551250342,0.9934547993893906,0
2008-02-13,1.0003152543746447,0.9890497160963506,0.9965045617181723,0.9854629204638119,0.9945120003090621,0.9908166444684894,1.3352569387194284,1.0112407914131696,0
2008-02-14,0.9997994870667491,0.9882138124555309,0.9969847549231274,0.9855644597342189,0.993831320111104,0.9911017804173391,1.195383347073372,0.9957314254202091,0
2008-02-15,0.9997084751479823,0.9895107370140476,0.9987242890392575,0.9885843767025215,0.9944552805092912,0.9935008823951033,0.5721352019785655,1.0076835441577092,0
2008-02-19,1.0006081085801593,0.9869296457981869,1.0020376144579681,0.9882751611418357,0.9935618767189309,0.994948116274546,0.8392415498763397,1.0048378074167215,0
2008-02-20,1.000631012828299,0.9891379200629257,1.0028947134072468,0.9912686170468861,0.9947105378657062,0.9969057238620144,0.683154712833196,1.0091064430598933,0
2008-02-21,0.9999872327473462,0.9888078942348297,1.001501682340281,0.9902333624305951,0.9942283830527615,0.9956969953637016,0.7831821929101401,0.9935970770669329,0
2008-02-22,0.9996290040236577,0.9883742787774065,1.0010116725950877,0.9896757087378706,0.993831320111104,0.9951721399676547,0.7535037098103875,0.9961582584528359,0
2008-02-25,0.9999907092638674,0.9885293425892073,1.000693909859578,0.9891912266750859,0.994086577467519,0.9947684945526032,0.8661720252816708,0.9963005361303782,0
2008-02-26,1.0150152401205317,0.9831141855174206,1.0135605694627607,0.9817449839489831,0.998581944147575,0.997171301465024,0.5281670788678209,1.011383069090712,0
