Date,lower_bb_sma,upper_bb_sma,lower_bb_ema,upper_bb_ema,SMA_10,EMA_10,Volume,Close,bs_signal
2008-01-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2008-01-16,1.003760908097756,0.9756414573131256,1.0089221899753524,0.9799736507150335,0.988473312410221,0.9931838468851529,1.7443106856121584,0.98423976647169,0
2008-01-17,1.0132703019279177,0.941107489637755,1.022343087270265,0.9487228576275677,0.9740378181067727,0.9823182548572433,1.520943950381493,0.954495038660809,0
2008-01-18,1.0142930758687811,0.9277914757505278,1.024289333208556,0.9361819727468509,0.9672650773825697,0.9763883370564306,1.5631433959172607,0.9711431884266587,0
2008-01-22,1.0031676347258345,0.9266287042027754,1.0096490313723647,0.9320689542129774,0.9615560032201288,0.9674713636040903,2.021330303820534,0.9482797182273707,0
2008-01-23,1.0031676347258345,0.9266287042027754,1.00368771061675,0.9270652371022662,0.9615560032201288,0.9620306596081811,2.1100040000775397,0.9587125475597826,0
2008-01-24,1.0035426616959566,0.928110692149997,1.0054666126352407,0.929725587007986,0.962532847487089,0.9642887750730083,1.3886874071701143,0.9964484282791812,0
2008-01-25,1.001753917324069,0.9232236177341855,1.0045345902810872,0.925557614079076,0.9590596457130696,0.961597475682094,1.3271517254738436,0.9709212093672741,0
2008-01-28,1.0004685124141608,0.9195111871994538,1.0039501388411862,0.9224335385440956,0.956454748941113,0.9596323163947582,0.885116782596281,0.9722530837235835,0
2008-01-29,1.0064761476017756,0.9034883871471262,1.0129205580034066,0.9088975922405974,0.9504851805429185,0.9563667847814439,1.3187641840386577,0.9629300564587562,0
2008-01-30,1.0091607016711224,0.8952059455111547,1.0169610643962552,0.9017532879605171,0.9472073494457144,0.9543264873663169,1.2297353057993483,0.9664817214089153,-1
2008-01-31,1.0098513776327744,0.8921506749444935,1.0180757245905878,0.8990538944296179,0.9458614807952193,0.9533675753657845,1.3787918633866691,0.970477251248504,0
2008-02-01,1.012440803438188,0.8956469707950264,1.019455228048191,0.9015346252061415,0.9489439412156081,0.9553457789239218,1.1416909814877203,0.9860155057174291,0
2008-02-04,1.0127334777724546,0.8966390816084033,1.0192271775699466,0.902089658438702,0.9496168755408557,0.9555434646114359,0.7758169489808292,0.9780244460382518,0
2008-02-05,1.0153509870374273,0.8954801668357376,1.016733056780191,0.8966402262090821,0.9501812706012059,0.951442640804277,1.132163071289815,0.9540510805420392,0
2008-02-06,1.0047339297288853,0.9002791580475246,1.0013434610967793,0.897433321260128,0.9479453982127845,0.9448510275202948,1.1617375816128308,0.9358490773604948,0
