,Close,High,Low,Open,Volume
2020-01-01,130.802002,132.8353577,129.198288,129.630661,7935230330
2020-01-02,127.4101791,130.8200378,126.9549103,130.8200378,8032709256
2020-01-03,134.1717072,134.5540161,126.4900208,127.4112625,10476845358
2020-01-04,135.0693665,136.0527191,133.0405579,134.1685181,7430904515
2020-01-05,136.2767792,139.410202,135.0456238,135.0720978,7526675353
2020-01-06,144.3041534,144.328186,136.0796356,136.305542,9093747121
2020-01-07,143.5439911,145.00177,140.4888763,144.3119965,9257954672
2020-01-08,141.2581329,146.8280029,138.2682037,143.4878235,9387194957
2020-01-09,138.9792023,141.3939819,136.2364044,141.155777,7697325348
2020-01-10,143.9637756,144.1673279,135.520401,138.967041,9084816203
2020-01-11,142.9271088,146.4809113,142.207962,143.4091034,9332208590
2020-01-12,145.8739319,146.1458588,142.7076416,143.032547,8528167453
2020-01-13,144.226593,146.7912292,142.907135,146.2201385,8378529470
2020-01-14,165.9553528,167.6815491,144.0649261,144.2510529,16712318373
2020-01-15,166.2306824,170.4256744,161.1096191,165.7346191,15173694057
2020-01-16,164.3910065,167.0581512,159.7096405,166.3328247,13735193018
2020-01-17,170.779953,173.0692139,162.7756042,164.4893799,14997091826
2020-01-18,175.3656769,178.5287781,166.7890167,170.7477264,14929342256
2020-01-19,166.9698486,177.2476349,163.6768646,175.4675903,13713374132
2020-01-20,167.1205139,169.1148834,162.331604,166.904129,11144529787
2020-01-21,169.6971588,169.9101105,165.8197174,167.0604706,9789369362
2020-01-22,168.2941589,171.0086975,166.774231,169.6085358,9209827928
2020-01-23,162.9285583,168.3122406,160.2953186,168.2957001,10396868698
2020-01-24,163.051178,164.3094482,156.7497406,162.8993683,10657671162
2020-01-25,161.2839355,163.2272339,158.6324768,163.0672913,8256956802
2020-01-26,168.0771027,168.2203217,160.2811279,161.1768188,9261861590
2020-01-27,170.9308929,172.9229126,166.9010925,168.0088501,11004476145
2020-01-28,176.3703156,176.3703156,170.7380676,170.8848572,11772875064
2020-01-29,175.0503387,178.8429718,175.0503387,176.3478851,10725267311
2020-01-30,184.6904755,186.2604828,172.3746338,174.9177094,12604789338
2020-01-31,180.1601715,185.405838,176.296814,184.736908,11728616394
2020-02-01,183.6739502,183.8455505,179.7451782,180.1137695,11569697182
2020-02-02,188.6175385,193.0803986,180.1739502,183.5325012,14054425389
2020-02-03,189.8650665,193.4368896,188.0126953,188.6074066,12392875241
2020-02-04,189.2505951,191.111496,185.4036255,189.8617249,11714191695
2020-02-05,204.2302399,206.8040009,188.7526855,189.2991028,14865434435
2020-02-06,212.3390808,214.5977173,201.904068,204.1296997,16425589683
2020-02-07,222.726059,223.1409302,212.3041992,212.3158875,16673443564
2020-02-08,223.1465149,226.588089,215.3862915,222.5109711,16741203125
2020-02-09,228.5785675,229.8642426,222.9822388,222.9822388,15031356241
2020-02-10,223.5227051,229.1846161,218.0800476,228.5491333,16210008511
2020-02-11,235.8511963,236.5471344,218.6176147,223.3849335,16964695963
2020-02-12,265.4061279,272.3988342,235.8962708,235.8982239,24545049386
2020-02-13,268.0992432,273.7410583,258.9225159,265.0527039,25801317504
2020-02-14,284.2174988,285.056427,262.7625122,268.0232849,23558253463
2020-02-15,264.7285767,287.1236877,264.2796631,284.5613098,23682452994
2020-02-16,259.8947144,272.8824463,242.4844055,264.9040527,25152366643
2020-02-17,266.3634338,266.8712463,244.3353271,259.890564,26024080089
2020-02-18,281.9445801,283.1961365,261.4638977,266.5088196,26511477187
2020-02-19,259.7639771,283.5379333,259.7639771,282.0362854,22679414413
2020-02-20,257.9494629,263.6954041,250.9512634,259.8198547,23229828870
2020-02-21,265.6006165,267.0048523,255.6890869,257.8911133,20867593292
2020-02-22,262.3317261,266.387207,258.913147,265.5515747,16906032862
2020-02-23,273.7541504,273.7541504,261.9605103,262.2784119,19585998814
2020-02-24,265.2164307,275.5395203,259.6251526,273.7050781,22400845640
2020-02-25,247.8175964,265.431488,246.8589935,265.2833862,21878882134
2020-02-26,225.6802673,249.649704,221.2665558,247.7402039,26235617201
2020-02-27,226.7533875,237.2289276,212.6645203,225.6870422,25645522790
2020-02-28,226.760498,234.2089386,216.3462067,226.9876099,22563530559
2020-02-29,219.8485107,232.2566223,219.8485107,226.8334503,18181296376
2020-03-01,218.9705963,226.677887,214.1304321,219.7526855,18179807469
2020-03-02,230.5697784,232.8115845,217.2842865,218.7116241,20305587789
2020-03-03,224.4796295,232.3258057,221.732666,230.5239716,19853178572
2020-03-04,224.5179749,228.0404205,222.0888824,224.5653381,16567075208
2020-03-05,229.2681885,234.3644562,224.6418915,224.6418915,18201291785
2020-03-06,243.5252991,243.5549774,228.743576,229.1684265,19374772256
2020-03-07,237.8530884,249.9784851,237.5512848,243.7501984,19431652027
2020-03-08,200.6890564,237.7806854,200.6029816,237.7806854,21381823651
2020-03-09,201.9863281,207.4514008,192.2698975,201.3184967,23645428606
2020-03-10,200.7672424,205.7142487,198.0644989,202.8639526,18344930072
2020-03-11,194.8685303,202.9542999,184.3621521,200.7680359,16984790291
2020-03-12,112.3471222,195.147934,111.2107086,194.7389221,22134741655
2020-03-13,133.2018127,137.4295349,95.18430328,112.6899948,27864623061
2020-03-14,123.3060226,134.484375,122.4144745,133.5824738,12740784545
2020-03-15,125.2143021,132.2421417,121.853653,123.2460632,12719251813
2020-03-16,110.6058731,124.9961166,105.1714401,124.9961166,15984904590
2020-03-17,113.942749,118.9882813,110.4067841,110.4067841,12087490572
2020-03-18,114.8422699,116.0216217,111.7431107,113.8576431,11617854009
2020-03-19,136.5938568,140.5277252,114.7328644,114.8398285,16396753275
2020-03-20,132.7371674,150.8538055,122.6056595,136.6492767,18960388062
2020-03-21,132.8187103,135.9724121,127.1637573,133.1017609,13684083308
2020-03-22,123.3211517,136.1516418,122.9093323,132.8511353,12497707224
2020-03-23,134.9116058,134.9116058,121.8678818,123.3659821,14149877968
2020-03-24,138.7614441,141.9485321,133.1687775,135.1941376,14609068673
2020-03-25,136.1958923,141.4037933,134.3042297,138.9149628,13433092920
2020-03-26,138.361557,138.8305664,134.8860321,136.1906738,11367261176
2020-03-27,133.9379425,139.9026947,133.9379425,138.3699341,11396286629
2020-03-28,130.986496,134.0327454,126.9621887,134.0327454,12162403960
2020-03-29,125.5837326,131.1740875,125.4500504,131.0153351,9938133669
2020-03-30,132.904541,133.9114685,125.2896805,125.5778961,11841123306
2020-03-31,133.5935669,134.2741394,131.6528931,132.8209229,11065246317
2020-04-01,135.634552,135.634552,129.7309418,133.6123199,12456564435
2020-04-02,142.0291443,146.7870941,135.7321777,135.7321777,15322861686
2020-04-03,142.0913086,146.8998718,139.6193848,142.1104584,13184603402
2020-04-04,145.2193909,145.3773041,140.1218262,142.2151794,11946658257
2020-04-05,143.5466461,146.1285248,142.1020813,145.2610168,11280993591
2020-04-06,169.1358795,169.272644,143.5446014,143.6082153,21636382525
2020-04-07,165.101944,175.2041321,164.2033234,169.1474457,21659346091
2020-04-08,172.6417389,173.2102661,164.4931946,165.2403259,17063110836
2020-04-09,170.8071442,172.8977814,167.9871216,172.761261,14901696210
2020-04-10,158.4124451,170.9497681,154.9144745,170.8292694,17980944616
2020-04-11,158.2160187,161.167572,155.2983398,158.5389862,13555089447
2020-04-12,161.1424255,164.5169525,156.3205109,158.2323914,15123721386
2020-04-13,156.2795563,160.7496948,151.6144867,160.7206726,16465282133
2020-04-14,157.5963898,160.9442749,155.8659363,156.355957,14723156630
2020-04-15,153.2868958,160.7111206,152.8028412,157.5656433,14171753737
2020-04-16,172.1573792,173.1572723,150.3594208,153.2004242,22910469236
2020-04-17,171.6385803,174.2759094,169.7515717,172.2794189,16714684266
2020-04-18,186.9140015,187.9404755,171.6180725,171.6180725,20160323443
2020-04-19,181.6149597,188.0989227,180.1208191,186.8619843,19146038381
2020-04-20,172.2971649,186.0835419,170.3212738,181.4802246,21266681335
2020-04-21,172.7377014,175.1784668,170.5528412,172.0177155,16458767984
2020-04-22,182.5995789,183.7510071,171.8265991,172.6703949,17994666395
2020-04-23,185.0286713,189.0888672,180.3406525,182.6201782,21275740032
2020-04-24,189.2369385,190.2103882,185.2221069,185.2221069,16788555028
2020-04-25,195.5153046,196.7923737,188.4595337,189.2073975,18260969748
2020-04-26,197.3175354,199.3449707,194.7680664,195.4135895,18335367012
2020-04-27,197.2247162,199.5527954,193.4541626,197.4757233,18670194595
2020-04-28,198.41539,198.7865448,194.8494263,197.2735138,18217507467
2020-04-29,216.9682312,218.4546356,198.1245117,198.4651947,26397548759
2020-04-30,207.6020508,227.5296936,206.4369202,216.9091339,28089191904
2020-05-01,214.219101,217.6280212,207.7808838,207.9017334,20816320834
2020-05-02,215.3253784,215.8475342,212.8786774,214.2300873,18260876092
2020-05-03,210.9331512,219.270874,208.6923676,215.352066,20469034664
2020-05-04,208.1740112,211.8283844,199.0477295,210.8908539,22602446422
2020-05-05,206.7743988,211.7786255,204.0311279,208.0130005,19004689099
2020-05-06,204.0557861,211.5346222,204.0408783,206.4813538,20343543799
2020-05-07,212.2894135,214.3924713,202.0748444,203.9128571,23594744655
2020-05-08,212.9915771,216.3276825,208.8307343,212.1982422,20445139356
2020-05-09,211.6001282,214.7391205,209.0715179,213.1421661,18950547549
2020-05-10,188.5995636,211.5522003,182.7111664,211.5522003,25211575193
2020-05-11,185.9128418,191.3623352,180.718338,188.6321869,20054601647
2020-05-12,189.3125,191.6013489,185.7017975,185.8773346,15899726284
2020-05-13,199.1932831,200.1973267,189.1277008,189.3740997,17054662289
2020-05-14,202.9490967,204.1175995,196.8688202,198.89151,20150524861
2020-05-15,195.6226654,203.566391,193.7556763,202.9553986,16602342092
2020-05-16,200.677124,202.7711945,194.5015869,195.6133881,15379081645
2020-05-17,207.1586914,209.1609344,200.1027985,200.6088715,15470397303
2020-05-18,214.5250549,215.9084625,207.1090698,207.1797791,17411566928
2020-05-19,213.4511108,214.6049347,210.1430511,214.6049347,14346192779
2020-05-20,210.0967407,214.7168274,207.9758148,213.4462433,12730175511
2020-05-21,199.883606,211.6251831,193.3464355,210.1291504,13308321229
2020-05-22,207.1691895,208.5915375,198.040863,199.8371124,12041592114
2020-05-23,208.694397,210.3864594,205.29422,207.1944885,10665476768
2020-05-24,202.3703461,210.5950775,202.3703461,208.7160645,11833299572
2020-05-25,205.3197479,206.3614502,200.6675568,201.9826508,10415044124
2020-05-26,201.9023132,205.7525482,200.2642822,205.2595673,10159741290
2020-05-27,208.8634338,208.8634338,201.7850647,201.8930054,10631034756
2020-05-28,219.8404236,220.2765045,206.2426605,208.885437,12212469604
2020-05-29,220.6751251,224.2168732,218.2380524,219.9250488,12265816557
2020-05-30,242.3455963,243.9431458,218.7444611,220.7172089,15027397867
2020-05-31,230.975708,244.0452576,230.0528259,242.3513794,12234904813
2020-06-01,246.9917603,248.2362823,230.4880524,230.86026,13951727936
2020-06-02,237.2190552,252.2220001,233.225296,246.828186,13782107567
2020-06-03,244.1793213,244.1793213,235.464447,237.3952179,9861760817
2020-06-04,244.4263916,245.9289703,236.7653046,244.1052856,10170414304
2020-06-05,241.2219849,247.3294983,240.6820526,244.3495941,9293963914
2020-06-06,241.9313202,245.9810486,239.7245331,241.201355,8114873845
2020-06-07,245.1672516,245.435257,236.3252563,241.9080811,9544883157
2020-06-08,246.309906,246.6441956,241.5421906,245.1785736,8076783299
2020-06-09,244.9114532,248.3424377,242.3385468,246.1750183,8446545788
2020-06-10,247.4449463,248.6511536,242.8197479,244.8220673,8792990206
2020-06-11,231.7026672,249.8883057,229.9429779,247.5485382,12356528860
2020-06-12,237.4932098,239.3546906,229.6450653,231.6254578,8868955009
2020-06-13,238.908844,239.1931,235.889679,237.5446167,7141624980
2020-06-14,234.1147003,239.1014557,232.9581909,238.9681854,7439385176
2020-06-15,229.9289093,234.2378387,221.2417603,234.0583038,10536099884
2020-06-16,234.4161682,236.3943024,228.4261475,229.7622986,7965648016
2020-06-17,233.0282745,235.9540558,229.3416443,234.4923706,7701391592
2020-06-18,232.1011658,234.5706482,228.9514313,232.8986969,6713800872
2020-06-19,227.1382904,232.1541138,226.7951813,231.9549713,6946372590
2020-06-20,229.2742615,231.4490204,226.640625,226.9763641,6252830566
2020-06-21,228.9898224,232.3589478,228.4929962,229.2161407,5600408178
2020-06-22,242.5331879,243.7760162,228.9347382,229.0033722,9079586552
2020-06-23,244.1421509,244.8644104,239.7597351,242.5370178,6624530348
2020-06-24,235.7724609,248.5080261,232.8077393,244.1859283,8815030025
2020-06-25,232.9444885,236.0534058,230.2966003,235.7028503,7010426122
2020-06-26,229.668045,233.9019318,229.2594604,232.8774872,7187490226
2020-06-27,222.9597931,232.4934235,220.5645752,229.631485,6918380955
2020-06-28,225.347168,228.5982819,219.4726715,222.9144897,6205925718
2020-06-29,228.19487,229.9032135,222.2549896,225.3614349,6726164653
2020-06-30,226.3150024,229.4768066,224.8151855,227.9684296,6094093001
2020-07-01,231.1134186,232.7561188,224.8357391,226.1345825,6463737443
2020-07-02,229.3921967,232.3968811,225.4619598,231.2889099,6212210566
2020-07-03,225.3870697,229.6293182,224.9139709,229.3189545,5109032700
2020-07-04,229.0741119,230.0541382,225.133316,225.2884827,5228310135
2020-07-05,227.6645966,229.85672,224.5444946,228.9761963,5292172429
2020-07-06,241.5102234,242.1327057,227.0295258,227.6850128,8782917553
2020-07-07,239.075531,242.6818542,234.2186584,240.9725952,6441497597
2020-07-08,246.6700134,248.3088684,238.3983765,239.1599731,9892586411
2020-07-09,243.0159607,247.2916718,239.8986511,246.748291,8429099199
2020-07-10,240.9849854,242.8837891,236.7305298,242.8680115,7281370522
2020-07-11,239.4581757,241.5274811,238.3312378,241.0447845,5643067316
2020-07-12,242.1316986,243.311142,237.7702179,239.4596405,6596394718
2020-07-13,239.6045837,244.3105164,238.2323761,242.1818695,7787751468
2020-07-14,240.2114868,242.0037842,237.7961884,239.9756165,7357458555
2020-07-15,238.4235229,241.4026947,237.0961761,240.1436462,6189328448
2020-07-16,233.6408844,239.0062561,231.62117,238.4509125,5832057567
2020-07-17,232.7730865,234.4150696,232.1099701,233.691391,5859850529
2020-07-18,235.4838104,236.5439758,232.3248901,232.8556824,5397402117
2020-07-19,238.4875183,239.1606903,233.2797394,235.4582977,6251377305
2020-07-20,236.1531677,239.5762482,234.8526459,238.494873,5600686192
2020-07-21,245.0167236,246.186264,235.6809692,236.3025055,6806696015
2020-07-22,262.1906433,262.9850464,242.4843445,245.037262,7702077383
2020-07-23,274.6890564,277.5834656,261.0470886,262.3886414,10281309262
2020-07-24,279.2154236,286.1928406,269.2397766,274.7226868,9466060358
2020-07-25,304.0567627,306.7409973,279.0263672,279.0263672,10785021813
2020-07-26,309.6436157,316.386322,300.2678223,303.6923828,12003973026
2020-07-27,321.5140991,330.7012024,309.6579285,309.6579285,15644257058
2020-07-28,316.6572571,325.9059753,307.721344,321.8297424,12357108065
2020-07-29,318.1908875,324.3807983,313.1095886,316.5553589,10878845706
2020-07-30,334.5866394,338.6311951,315.7510986,318.144989,11827689045
2020-07-31,345.554657,348.6113586,329.3409424,334.633728,12030600492
2020-08-01,385.199707,388.8479614,343.5874329,345.7986145,14045259477
2020-08-02,370.6717224,411.228302,357.1436462,385.5498657,18909744275
2020-08-03,386.295166,396.5069885,369.3363342,371.1338501,12834648062
2020-08-04,389.8754883,400.7006226,382.9851074,386.1564636,14086704221
2020-08-05,401.5905762,406.3039551,386.2184753,389.7108154,12875466638
2020-08-06,394.9619446,403.488678,392.6001892,401.5838623,11304626458
2020-08-07,379.5128479,398.2490234,367.9355164,395.2268677,12751687084
2020-08-08,393.9873657,393.9873657,377.3497314,379.5515747,9342060531
2020-08-09,391.1204529,399.7370911,385.830719,395.3052368,9451065592
2020-08-10,395.8875732,399.375946,391.0415039,391.0415039,11685827893
2020-08-11,380.3840637,398.4789124,370.8606262,395.8947144,12792218737
2020-08-12,391.0241699,391.3123169,367.9236145,380.0638123,12408772745
2020-08-13,428.7417908,432.9046021,379.7108765,390.8381042,18480303526
2020-08-14,437.3978271,444.5777588,423.3458557,428.6772766,15064589987
2020-08-15,433.3549194,441.7546082,429.8746033,437.5629883,12416067894
2020-08-16,433.7866211,436.2658386,415.0862427,433.3505859,12168816874
2020-08-17,429.53125,442.7349854,422.6472778,433.9737549,13227089410
2020-08-18,423.6693115,432.5802917,419.6741028,429.6696167,11978984079
2020-08-19,406.4637756,427.0246582,396.6783447,423.7385864,13137391167
2020-08-20,416.4397888,418.734436,404.0260925,406.7589111,10043032427
2020-08-21,389.1263428,418.63797,387.4411316,416.1487732,11781796374
2020-08-22,395.835144,396.4665833,382.8146362,389.0310974,10131847985
2020-08-23,391.384491,396.4904175,385.0397949,395.5628357,8137303970
2020-08-24,408.1441956,409.3885803,389.3146057,391.6789856,10328860398
2020-08-25,384.0010376,408.5279236,374.3553772,408.0716858,12428442042
2020-08-26,386.4661255,391.8732605,378.7058411,383.9774475,9967343483
2020-08-27,382.6326294,395.3491821,374.8664856,386.6098633,10457777652
2020-08-28,395.8746643,397.7576294,381.2738342,382.6295776,9120674421
2020-08-29,399.9214783,405.6163635,393.0374146,395.6875916,8777703481
2020-08-30,428.3957214,428.6639709,399.6083679,399.6166992,11211948040
2020-08-31,435.0797424,438.5603333,419.7701721,428.5090027,12774741797
2020-09-01,477.0519104,487.2118835,432.0791931,434.8744507,18862763756
2020-09-02,440.0404968,480.3309937,424.460022,477.0078735,19691854014
2020-09-03,385.671936,449.5324707,381.1296997,440.2399902,19622845896
2020-09-04,388.2411499,402.4117432,371.6366882,384.6716309,16747106257
2020-09-05,335.2600708,394.1722717,316.774353,388.0383911,29880047640
2020-09-06,353.3622742,359.7640381,319.0419006,335.3345642,27643678917
2020-09-07,352.6734924,358.2118835,326.254364,353.4502563,21763614732
2020-09-08,337.6021118,355.5628662,328.8167725,353.2022705,17991403432
2020-09-09,351.1100159,359.1644897,332.1650085,337.8249207,14547933520
2020-09-10,368.1018982,377.3935852,351.1117554,351.4293213,31421134556
2020-09-11,374.6955872,376.6304016,355.5825806,368.1184998,27296269329
2020-09-12,387.1831055,387.5384521,367.8421936,374.5953979,13295405814
2020-09-13,365.5700073,388.9598083,354.3401794,387.5192871,15005899191
2020-09-14,377.2688599,384.485199,357.5697632,365.699585,17536695361
2020-09-15,364.8392029,381.5083008,363.6068115,377.1540222,16140584321
2020-09-16,365.8122864,372.7674255,356.6827393,364.743988,16107612177
2020-09-17,389.0192261,393.9016113,364.7951355,365.8657837,19899531080
2020-09-18,384.3645325,391.9041443,376.9649963,389.3374939,14108357740
2020-09-19,385.5443726,387.076355,378.7240601,384.0416565,11049507684
2020-09-20,371.0528259,385.5979919,367.0943604,385.5979919,12292195784
2020-09-21,341.7860718,375.73703,336.0689697,371.4001465,17398267133
2020-09-22,344.5031738,346.6008301,336.8550415,341.7238159,12732578043
2020-09-23,321.1163025,344.6713867,318.9692078,344.5899048,12899346599
2020-09-24,349.3555908,351.4614868,318.545105,320.9850159,15714304470
2020-09-25,352.1832581,357.7727356,339.0159302,349.411438,14381086966
2020-09-26,355.4880981,355.8547668,348.1071167,352.3508911,13049148579
2020-09-27,357.4385071,361.9844055,349.8340759,354.9598999,13598126926
2020-09-28,355.1594238,366.4321594,354.5476379,357.9259338,14258455166
2020-09-29,359.7573853,360.353363,352.1468506,354.3630066,11600013236
2020-09-30,359.9378662,361.178772,353.3279419,360.0385132,11818610610
2020-10-01,353.2059021,369.2644043,346.4770508,360.3091431,14679481911
2020-10-02,346.2389221,354.1154175,336.4671631,352.9496765,14215390463
2020-10-03,346.5220947,351.3077087,344.6665649,346.2186279,10060167889
2020-10-04,352.57901,354.0457458,345.131012,346.6022339,10696959020
2020-10-05,353.9567871,355.2140808,349.6799011,352.7368164,11809507622
2020-10-06,340.8158569,354.9890137,338.0032959,353.9564819,12830796112
2020-10-07,341.8086548,342.4508362,334.5455627,340.9430847,11929918060
2020-10-08,350.7661438,352.2114868,335.6474915,342.0446472,13461017711
2020-10-09,365.5904846,368.3103333,348.2058411,351.1128845,13043501763
2020-10-10,370.9675903,378.2671509,365.3540344,365.4024658,13618484324
2020-10-11,375.1420593,377.2467957,369.8280334,370.9284363,12584512533
2020-10-12,387.7312622,395.1221619,366.642334,374.7987366,15867455424
2020-10-13,381.1907654,387.3756714,375.5824585,387.1429443,14226744838
2020-10-14,379.4840393,387.2961731,374.1750183,381.9714661,13918846567
2020-10-15,377.4418335,381.2087708,371.354126,379.1922302,14964182545
2020-10-16,366.2290039,380.0215149,362.5974121,377.8684998,14670784817
2020-10-17,368.8559265,369.7681274,364.4890137,366.0157166,10951115359
2020-10-18,378.2136841,378.5976563,368.1291504,368.7275391,11047103109
2020-10-19,379.9356079,383.3176575,373.7022705,378.469635,12811242092
2020-10-20,369.1369019,380.7610168,367.6010742,379.719696,13741586582
2020-10-21,392.1899719,400.6272583,368.7279663,369.0594177,20241324322
2020-10-22,413.7729797,420.1416626,391.2763062,391.4886169,15772846485
2020-10-23,409.7666931,418.9599304,403.0820313,414.0513306,14256222052
2020-10-24,412.4576111,416.5996704,407.8517151,409.7672424,12201739194
2020-10-25,406.2177734,417.1592102,405.350647,412.4576416,10890207469
2020-10-26,393.8883057,411.2798767,383.7828979,406.2179871,15155684229
2020-10-27,403.9970398,409.7728577,390.6084595,393.8881836,13940434102
2020-10-28,388.6507568,408.9647522,381.1463318,403.9971008,15276441134
2020-10-29,386.7301025,393.2276917,381.2887573,388.651062,12920477749
2020-10-30,382.8199768,391.4647217,375.0924072,386.7302551,13688056970
2020-10-31,386.590332,393.0101318,381.2952576,382.8200378,11276963426
2020-11-01,396.3581848,397.1161194,385.1655273,386.590332,10475146018
2020-11-02,383.1567383,403.2407532,381.0176392,396.3559875,13997574252
2020-11-03,387.6021729,389.5153809,371.3127441,383.1560364,12588494762
2020-11-04,402.1419983,407.6656494,377.8276062,387.6032104,15126077675
2020-11-05,414.0673523,417.5259399,397.2458191,402.1429443,15440711038
2020-11-06,454.7192993,456.2006226,412.9822998,414.0667114,16738305610
2020-11-07,435.7131348,465.6754761,428.4563599,454.7225647,18873289788
2020-11-08,453.5547791,457.7804565,433.1537781,435.718811,11292383601
2020-11-09,444.1630554,457.3496094,435.1638794,453.5741577,13704320630
2020-11-10,449.6796265,453.7583618,439.6001282,444.1663818,12090381666
2020-11-11,462.9605408,473.5788574,449.5249329,449.679657,14075403511
2020-11-12,461.0052795,467.6778259,452.0724182,462.9595337,12877327234
2020-11-13,474.6264343,475.2172546,457.2982483,461.0054932,13191505725
2020-11-14,460.1498413,475.161438,452.986084,474.6264343,10312037942
2020-11-15,447.559082,460.9940796,440.2543335,460.1499023,10308617165
2020-11-16,459.9403076,463.8310242,445.5016174,447.5589905,11441239444
2020-11-17,480.3600769,482.2322083,460.7766113,464.4066467,14593057877
2020-11-18,479.4840698,491.9999084,465.8309631,480.3468323,17880199224
2020-11-19,471.6304321,480.1217346,465.7042542,479.4810181,12473929218
2020-11-20,509.7445679,513.6103516,471.6314697,471.6314697,18629943296
2020-11-21,549.4866333,550.227417,504.2377625,509.7445984,20757099184
2020-11-22,558.0681152,579.3724976,514.5172119,549.4866333,21967049601
2020-11-23,608.4540405,609.9876099,551.2652588,558.0595093,27272302872
2020-11-24,603.8977661,621.1734009,593.835144,608.5227661,23281758100
2020-11-25,570.6866455,605.0941772,559.6713867,603.9020386,20088492893
2020-11-26,518.8011475,575.6414795,485.4973145,570.5148926,31104004592
2020-11-27,517.4937134,530.7771606,497.2426147,519.1080933,16831105703
2020-11-28,538.2297974,548.0448608,508.1253662,517.5973511,14770243833
2020-11-29,575.7580566,576.602417,531.9875488,538.2645874,15017517758
2020-11-30,614.8425293,615.2405396,571.5377808,575.7570801,20276867833
2020-12-01,587.3241577,635.1605835,571.7539673,615.0703125,27178964465
2020-12-02,598.352356,604.0224609,578.7410278,587.2615967,16883292129
2020-12-03,616.7087402,622.4526978,588.3463745,598.4592285,16146190946
2020-12-04,569.354187,618.9831543,569.2835083,616.7227783,16337589997
2020-12-05,596.595459,596.595459,563.1066284,569.3476563,13498010566
2020-12-06,601.9089966,606.7919312,584.4117432,596.5686646,11290893016
2020-12-07,591.8433838,602.9179077,585.4286499,601.7971191,10720480962
2020-12-08,554.8277588,594.7515869,552.4692383,591.9008179,14398919320
2020-12-09,573.479126,577.2883911,532.9984131,554.7929077,15855915840
2020-12-10,559.6785278,574.6001587,549.7840576,573.5040283,11672582040
2020-12-11,545.7973633,560.376709,537.8116455,559.6791992,11098819124
2020-12-12,568.5673218,573.3394165,545.2456055,545.5785522,8534557897
2020-12-13,589.663208,593.78125,564.565979,568.6098633,9070377862
2020-12-14,586.0111694,590.492981,577.1184082,589.7824707,8125837102
2020-12-15,589.3555908,596.2477417,580.6287842,586.0217896,9326645840
2020-12-16,636.1818237,636.6403198,582.0391235,589.3786621,15817248373
2020-12-17,642.8689575,673.8342285,628.7493896,636.1541748,25479532147
2020-12-18,654.8119507,662.6990967,632.3560791,642.9169922,15756303983
2020-12-19,659.2979126,668.7695923,646.6162109,654.6242065,12830893778
2020-12-20,638.2908325,659.9237061,625.0144653,659.1850586,13375855442
2020-12-21,609.8178711,646.8465576,600.8360596,638.3151855,14419493621
2020-12-22,634.854187,635.0765991,589.552002,609.4205322,14745890080
2020-12-23,583.7145996,637.1228027,560.3642578,634.824585,15261413038
2020-12-24,611.6071777,613.8151855,568.5963745,584.1356201,14317413703
2020-12-25,626.4107056,633.0614014,605.4244385,611.5545654,13520927700
2020-12-26,635.8358154,650.7214355,617.4020996,626.4980469,14761125202
2020-12-27,682.642334,711.3935547,628.3349609,635.887146,26093552821
2020-12-28,730.3973389,745.8777466,683.2058105,683.2058105,24222565862
2020-12-29,731.5201416,737.9528809,692.1494141,730.3587036,18710683199
2020-12-30,751.6189575,754.3032227,720.9888916,731.4728394,17294574210
2020-12-31,737.8034058,754.2994385,726.5119019,751.6266479,13926846861
2021-01-01,730.3675537,749.2018433,719.7922363,737.708374,13652004358
2021-01-02,774.5349731,786.7984619,718.1094971,730.4026489,19740771179
2021-01-03,975.5076904,1006.565002,771.5616455,774.5118408,45200463368
2021-01-04,1040.233032,1153.189209,912.3053589,977.0588379,56945985763
2021-01-05,1100.006104,1129.37146,986.8112793,1041.498779,41535932781
2021-01-06,1207.112183,1209.428589,1064.233398,1101.005005,44699914188
2021-01-07,1225.678101,1282.57959,1167.443115,1208.078369,40468027280
2021-01-08,1224.197144,1273.827515,1076.081543,1225.967896,44334826666
2021-01-09,1281.077271,1303.871826,1182.270386,1223.740479,33233105361
2021-01-10,1262.246704,1347.926147,1194.715576,1280.871094,40616938053
2021-01-11,1090.145386,1261.622925,924.9226074,1261.622925,60733630300
2021-01-12,1043.43457,1149.240234,1012.76416,1088.526733,37494601692
2021-01-13,1130.73938,1134.338501,994.5490723,1043.740967,30109792795
2021-01-14,1218.453003,1244.163086,1093.060791,1130.231201,33410915929
2021-01-15,1171.834595,1250.505859,1090.721069,1221.877197,35972039310
2021-01-16,1233.537598,1290.053589,1157.623779,1171.443115,32319240157
2021-01-17,1230.172241,1265.644653,1174.38855,1233.453369,29258032819
2021-01-18,1257.279541,1259.450073,1187.311035,1230.313232,25817455560
2021-01-19,1377.295898,1432.300049,1254.522949,1257.43457,47195935190
2021-01-20,1382.274048,1405.744141,1243.299927,1375.248413,46784030909
2021-01-21,1121.570923,1382.684448,1098.476196,1382.684448,45932464754
2021-01-22,1236.512207,1271.687622,1046.596558,1118.889038,43918338506
2021-01-23,1230.990601,1272.151123,1200.893311,1235.267944,27253895441
2021-01-24,1391.609375,1395.111328,1225.274048,1231.210571,36418163554
2021-01-25,1324.414795,1467.784912,1304.973999,1390.639893,43565777745
2021-01-26,1357.058105,1376.085083,1253.340332,1323.741699,41572917750
