Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,159.6558380126953,160.48757934570312,158.70936584472656,159.8374786376953,119.60581970214844,3069278
2017-01-04,160.3919677734375,162.3996124267578,160.0,161.81643676757812,121.086669921875,3536944
2017-01-05,161.806884765625,161.9407196044922,159.90440368652344,161.28106689453125,120.68606567382812,2805686
2017-01-06,161.27151489257812,162.44741821289062,160.15296936035156,162.07456970214844,121.27986145019531,3080993
2017-01-09,162.0172119140625,162.33270263671875,160.24856567382812,160.27725219726562,119.9349136352539,3336635
2017-01-10,160.5927276611328,160.69789123535156,158.06883239746094,158.2409210205078,118.41112518310547,4308160
2017-01-11,158.7476043701172,160.38241577148438,158.31739807128906,160.3728485107422,120.00646209716797,3765077
2017-01-12,160.3919677734375,160.6214141845703,158.27915954589844,160.56405639648438,120.14954376220703,3062165
2017-01-13,160.5831756591797,161.07073974609375,159.54110717773438,159.9808807373047,119.71315002441406,3007668
2017-01-17,159.35946655273438,160.783935546875,158.8145294189453,160.50669860839844,120.10660552978516,3468222
2017-01-18,160.08604431152344,161.1759033203125,159.35946655273438,159.46463012695312,119.32682800292969,4192159
2017-01-19,159.61758422851562,160.08604431152344,158.50860595703125,159.47418212890625,119.33399200439453,7283716
2017-01-20,160.43020629882812,163.13575744628906,158.69981384277344,163.04971313476562,122.00955963134766,13273740
2017-01-23,162.6003875732422,163.71893310546875,162.53346252441406,163.50860595703125,122.3529052734375,5730197
2017-01-24,163.8240966796875,168.26004028320312,163.6328887939453,168.1644287109375,125.83683776855469,7272210
2017-01-25,168.50860595703125,171.3671112060547,168.3843231201172,170.44932556152344,127.54666137695312,6194935
2017-01-26,170.2294464111328,171.0133819580078,169.70362854003906,170.8030548095703,127.81130981445312,3204839
2017-01-27,170.6214141845703,171.31930541992188,169.50286865234375,169.50286865234375,126.83838653564453,3642486
2017-01-30,169.1969451904297,169.28298950195312,166.90248107910156,168.06883239746094,125.76531982421875,4283161
2017-01-31,167.35182189941406,167.85850524902344,165.9751434326172,166.84512329101562,124.84966278076172,4329394
2017-02-01,167.30401611328125,167.97323608398438,165.28680419921875,166.625244140625,124.68506622314453,2924302
2017-02-02,166.56787109375,167.27532958984375,165.91778564453125,166.90248107910156,124.89251708984375,2741043
2017-02-03,167.30401611328125,168.5850830078125,167.1988525390625,168.08795166015625,125.77963256835938,3461528
2017-02-06,167.6003875732422,168.2409210205078,166.71128845214844,168.12619018554688,125.8082275390625,2772737
2017-02-07,168.26004028320312,170.7648162841797,168.1644287109375,170.6118621826172,127.66828918457031,4051681
2017-02-08,169.69407653808594,169.69407653808594,168.1453094482422,168.4225616455078,127.02653503417969,3047103
2017-02-09,168.4225616455078,169.9808807373047,168.1739959716797,169.4168243408203,127.77639770507812,3232872
2017-02-10,169.56979370117188,171.0038299560547,168.9866180419922,170.82217407226562,128.8363494873047,3065512
2017-02-13,171.35755920410156,171.988525390625,170.9751434326172,171.47227478027344,129.32667541503906,3235696
2017-02-14,170.71701049804688,172.2084197998047,170.50669860839844,172.2084197998047,129.8818359375,2904219
2017-02-15,172.27532958984375,173.91969299316406,171.90248107910156,173.69024658203125,130.9994659423828,3048358
2017-02-16,173.47036743164062,174.75143432617188,172.91586303710938,173.4512481689453,130.8192138671875,3401069
