Buy/Sell Threshold 0.005 within a look ahead day count: 1
Technical Indicators: ['VWMA_10', 'VWAP', 'VWAP_signal', 'SMA_10', 'EMA_10', 'bb_upper', 'bb_lower', 'bb_width', 'Close']
Model Class Weight: {0: 1.1, -1: 1.3, 1: 1}
--------------------------------------------------
Highest % gain: ('SMCI.csv', {'final_portfolio_value': 57374.46523360579, 'Percent gain': 473.7446523360579, 'total_trades': 123})
Lowest % gain: ('ALGN.csv', {'final_portfolio_value': 3683.4351431882233, 'Percent gain': -63.16564856811777, 'total_trades': 122})
Number of stocks with a positive gain 273
Number of stocks with a negative gain 227
Sum of the Top 100 portfolios: 1,616,741.36
Sum of the Bottom 100 portfolios: 694,397.74
--------------------------------------------------
SMCI.csv: {'final_portfolio_value': 57374.46523360579, 'Percent gain': 473.7446523360579, 'total_trades': 123}
STLD.csv: {'final_portfolio_value': 28308.373511848335, 'Percent gain': 183.08373511848336, 'total_trades': 92}
META.csv: {'final_portfolio_value': 24144.84274952712, 'Percent gain': 141.4484274952712, 'total_trades': 85}
FICO.csv: {'final_portfolio_value': 22401.250534199058, 'Percent gain': 124.01250534199058, 'total_trades': 92}
LLY.csv: {'final_portfolio_value': 22203.270375144824, 'Percent gain': 122.03270375144824, 'total_trades': 110}
GNRC.csv: {'final_portfolio_value': 21976.401425860317, 'Percent gain': 119.76401425860317, 'total_trades': 117}
KLAC.csv: {'final_portfolio_value': 20292.126362744973, 'Percent gain': 102.92126362744973, 'total_trades': 126}
ORCL.csv: {'final_portfolio_value': 20152.964490385413, 'Percent gain': 101.52964490385413, 'total_trades': 115}
MPWR.csv: {'final_portfolio_value': 19754.06209702313, 'Percent gain': 97.54062097023129, 'total_trades': 118}
URI.csv: {'final_portfolio_value': 19678.248813306025, 'Percent gain': 96.78248813306026, 'total_trades': 113}
NCLH.csv: {'final_portfolio_value': 19266.938150403894, 'Percent gain': 92.66938150403894, 'total_trades': 83}
CAH.csv: {'final_portfolio_value': 19213.298063479935, 'Percent gain': 92.13298063479935, 'total_trades': 99}
HES.csv: {'final_portfolio_value': 19146.24150416251, 'Percent gain': 91.4624150416251, 'total_trades': 97}
CI.csv: {'final_portfolio_value': 18365.207721676976, 'Percent gain': 83.65207721676975, 'total_trades': 104}
VST.csv: {'final_portfolio_value': 17891.132959609276, 'Percent gain': 78.91132959609276, 'total_trades': 54}
PSX.csv: {'final_portfolio_value': 17845.5735668548, 'Percent gain': 78.45573566854802, 'total_trades': 98}
PGR.csv: {'final_portfolio_value': 17747.625796687505, 'Percent gain': 77.47625796687505, 'total_trades': 97}
EQT.csv: {'final_portfolio_value': 17506.520697660213, 'Percent gain': 75.06520697660213, 'total_trades': 118}
GL.csv: {'final_portfolio_value': 17463.565549414176, 'Percent gain': 74.63565549414176, 'total_trades': 110}
MPC.csv: {'final_portfolio_value': 17137.247053693754, 'Percent gain': 71.37247053693754, 'total_trades': 83}
GE.csv: {'final_portfolio_value': 16957.596412694107, 'Percent gain': 69.57596412694107, 'total_trades': 108}
ACGL.csv: {'final_portfolio_value': 16933.967130706045, 'Percent gain': 69.33967130706044, 'total_trades': 104}
BSX.csv: {'final_portfolio_value': 16931.410122611902, 'Percent gain': 69.31410122611902, 'total_trades': 97}
CTRA.csv: {'final_portfolio_value': 16893.808561991624, 'Percent gain': 68.93808561991624, 'total_trades': 125}
OXY.csv: {'final_portfolio_value': 16829.46984561595, 'Percent gain': 68.2946984561595, 'total_trades': 124}
COR.csv: {'final_portfolio_value': 16726.075045490034, 'Percent gain': 67.26075045490033, 'total_trades': 131}
DFS.csv: {'final_portfolio_value': 16680.91778508853, 'Percent gain': 66.80917785088532, 'total_trades': 124}
REGN.csv: {'final_portfolio_value': 16644.627892058972, 'Percent gain': 66.44627892058972, 'total_trades': 123}
CMI.csv: {'final_portfolio_value': 16483.3281884963, 'Percent gain': 64.833281884963, 'total_trades': 83}
AVGO.csv: {'final_portfolio_value': 16320.342643720047, 'Percent gain': 63.20342643720046, 'total_trades': 91}
BX.csv: {'final_portfolio_value': 16231.991112592961, 'Percent gain': 62.31991112592961, 'total_trades': 98}
BKNG.csv: {'final_portfolio_value': 16164.920817273649, 'Percent gain': 61.64920817273649, 'total_trades': 119}
ALL.csv: {'final_portfolio_value': 16133.215140492339, 'Percent gain': 61.33215140492339, 'total_trades': 96}
FDX.csv: {'final_portfolio_value': 16107.821815012061, 'Percent gain': 61.07821815012061, 'total_trades': 113}
AMZN.csv: {'final_portfolio_value': 16020.419370199674, 'Percent gain': 60.204193701996736, 'total_trades': 121}
BBY.csv: {'final_portfolio_value': 16007.730833922837, 'Percent gain': 60.07730833922837, 'total_trades': 88}
MA.csv: {'final_portfolio_value': 15989.878651111063, 'Percent gain': 59.89878651111063, 'total_trades': 109}
MSFT.csv: {'final_portfolio_value': 15844.5269435912, 'Percent gain': 58.445269435911996, 'total_trades': 137}
NVDA.csv: {'final_portfolio_value': 15841.569867536151, 'Percent gain': 58.41569867536151, 'total_trades': 109}
GOOG.csv: {'final_portfolio_value': 15815.545981275704, 'Percent gain': 58.15545981275704, 'total_trades': 108}
PCAR.csv: {'final_portfolio_value': 15800.894550022309, 'Percent gain': 58.00894550022309, 'total_trades': 71}
KKR.csv: {'final_portfolio_value': 15725.969816381838, 'Percent gain': 57.25969816381837, 'total_trades': 104}
HIG.csv: {'final_portfolio_value': 15555.05668195554, 'Percent gain': 55.55056681955541, 'total_trades': 96}
LDOS.csv: {'final_portfolio_value': 15543.86367789552, 'Percent gain': 55.43863677895521, 'total_trades': 101}
TXT.csv: {'final_portfolio_value': 15537.58268753175, 'Percent gain': 55.37582687531751, 'total_trades': 89}
DECK.csv: {'final_portfolio_value': 15466.388883958898, 'Percent gain': 54.66388883958898, 'total_trades': 108}
MCHP.csv: {'final_portfolio_value': 15462.503564127368, 'Percent gain': 54.62503564127368, 'total_trades': 125}
NOW.csv: {'final_portfolio_value': 15440.86245852552, 'Percent gain': 54.408624585255204, 'total_trades': 96}
CMG.csv: {'final_portfolio_value': 15361.087261816907, 'Percent gain': 53.61087261816907, 'total_trades': 123}
OKE.csv: {'final_portfolio_value': 15349.83043352013, 'Percent gain': 53.4983043352013, 'total_trades': 119}
WAB.csv: {'final_portfolio_value': 15254.522185677113, 'Percent gain': 52.54522185677113, 'total_trades': 129}
CDW.csv: {'final_portfolio_value': 15235.086326800627, 'Percent gain': 52.350863268006265, 'total_trades': 79}
NWSA.csv: {'final_portfolio_value': 15090.133841935201, 'Percent gain': 50.901338419352015, 'total_trades': 72}
ISRG.csv: {'final_portfolio_value': 14848.83884805802, 'Percent gain': 48.4883884805802, 'total_trades': 96}
IRM.csv: {'final_portfolio_value': 14808.351221873805, 'Percent gain': 48.08351221873805, 'total_trades': 82}
COP.csv: {'final_portfolio_value': 14666.042186749068, 'Percent gain': 46.660421867490676, 'total_trades': 100}
AAL.csv: {'final_portfolio_value': 14638.745055700943, 'Percent gain': 46.38745055700943, 'total_trades': 132}
MGM.csv: {'final_portfolio_value': 14631.454821977177, 'Percent gain': 46.31454821977177, 'total_trades': 113}
PHM.csv: {'final_portfolio_value': 14629.11280583738, 'Percent gain': 46.2911280583738, 'total_trades': 124}
MCK.csv: {'final_portfolio_value': 14608.847297480252, 'Percent gain': 46.08847297480252, 'total_trades': 91}
TRGP.csv: {'final_portfolio_value': 14563.46031975208, 'Percent gain': 45.63460319752079, 'total_trades': 88}
CRM.csv: {'final_portfolio_value': 14558.130154051782, 'Percent gain': 45.58130154051782, 'total_trades': 130}
ANSS.csv: {'final_portfolio_value': 14541.662179387098, 'Percent gain': 45.41662179387098, 'total_trades': 109}
TT.csv: {'final_portfolio_value': 14434.710269759207, 'Percent gain': 44.34710269759207, 'total_trades': 115}
GDDY.csv: {'final_portfolio_value': 14401.433018544734, 'Percent gain': 44.01433018544734, 'total_trades': 53}
HCA.csv: {'final_portfolio_value': 14309.781133418383, 'Percent gain': 43.097811334183824, 'total_trades': 85}
