iter	MultiClass
668	1.0726351
669	1.072630293
670	1.072622878
671	1.072617059
672	1.0726088
673	1.07260207
674	1.072596307
675	1.07259138
676	1.07258364
677	1.072575468
678	1.07256913
679	1.072563892
680	1.072554621
681	1.072550261
682	1.072544458
683	1.072539846
684	1.072535367
685	1.072531159
686	1.07252663
687	1.072522321
688	1.072513176
689	1.072507783
690	1.07250029
691	1.072492984
692	1.072487559
693	1.072481376
694	1.072476703
695	1.072469469
696	1.072464586
697	1.072455149
698	1.07244864
699	1.072443159
700	1.07243581
701	1.072429331
702	1.072425115
703	1.072418007
704	1.072410213
705	1.072404774
706	1.072398127
707	1.0723909
708	1.072384422
709	1.07237893
710	1.072371881
711	1.072367689
712	1.072362609
713	1.07235386
714	1.072348122
715	1.072339282
716	1.072331516
717	1.072327825
718	1.072321415
719	1.072310323
720	1.072303755
721	1.072297444
722	1.072290674
723	1.072284178
724	1.072278478
725	1.072272041
726	1.072265261
727	1.072258659
728	1.07225151
729	1.072244984
730	1.072237804
731	1.072232381
732	1.072223103
733	1.072213685
734	1.072207906
735	1.072201104
736	1.072195253
737	1.07218988
738	1.072186524
739	1.072176416
740	1.072171431
741	1.072164832
742	1.072161361
743	1.072156464
744	1.072149354
745	1.072143112
746	1.072136564
747	1.072130375
748	1.072125469
749	1.072120841
750	1.07211571
751	1.072111071
752	1.072105212
753	1.072100346
754	1.072094805
755	1.072085585
756	1.072078343
757	1.072074207
758	1.072068324
759	1.072061322
760	1.072052964
761	1.072047201
762	1.07204345
763	1.072035322
764	1.072028418
765	1.072021967
766	1.072015389
767	1.072009383
768	1.072001964
769	1.071996168
770	1.071992481
771	1.071984524
772	1.071981021
773	1.071975504
774	1.071970911
775	1.071966273
776	1.071961216
777	1.071953607
778	1.071944814
779	1.071937077
780	1.071931557
781	1.071926317
782	1.0719201
783	1.071913524
784	1.07190707
785	1.071897803
786	1.071889599
787	1.071885567
788	1.071880754
789	1.071875474
790	1.071869604
791	1.071859908
792	1.071855463
793	1.071847056
794	1.071841627
795	1.071832592
796	1.071826375
797	1.071820499
798	1.071811946
799	1.071806038
800	1.071798838
801	1.071792773
802	1.071786065
803	1.071781455
804	1.071775214
805	1.071769356
806	1.071763299
807	1.071755086
808	1.07174788
809	1.071741299
810	1.071732968
811	1.071728303
812	1.071722225
813	1.071717656
814	1.071712474
815	1.071707322
816	1.071700482
817	1.071695935
818	1.071689781
819	1.071683532
820	1.071675908
821	1.071671854
822	1.071666991
823	1.071661057
824	1.07165633
825	1.071652164
826	1.071646312
827	1.071640321
828	1.071636176
829	1.071631534
830	1.071624429
831	1.071618195
832	1.071612679
833	1.071606573
834	1.07159979
835	1.071595759
836	1.071590311
837	1.071582537
838	1.071575872
839	1.071569536
840	1.071563428
841	1.071555794
842	1.071550589
843	1.07154355
844	1.071539145
845	1.071534194
846	1.071529869
847	1.071523389
848	1.071517668
849	1.071509951
850	1.071503434
851	1.071495553
852	1.0714892
853	1.071484643
854	1.071478841
855	1.07147211
856	1.071467918
857	1.071459924
858	1.071453464
859	1.071447656
860	1.071442147
861	1.07143673
862	1.071430688
863	1.071426932
864	1.071422209
865	1.071417757
866	1.071411531
867	1.071404201
868	1.071399359
869	1.071392045
870	1.071386885
871	1.071382238
872	1.071376517
873	1.071368436
874	1.071363382
875	1.071358136
876	1.071353971
877	1.071347644
878	1.071340483
879	1.071334012
880	1.071327661
881	1.071318754
882	1.071312699
883	1.071307056
884	1.071302707
885	1.07129941
886	1.071292163
887	1.071286508
888	1.071278157
889	1.071273402
890	1.071269138
891	1.0712615
892	1.07125411
893	1.071245702
894	1.071240558
895	1.071234427
896	1.071228603
897	1.071222192
898	1.07121657
899	1.071210677
900	1.07120412
901	1.071198776
902	1.071192328
903	1.071185972
904	1.071180921
905	1.07117352
906	1.071166276
907	1.07116218
908	1.071157492
909	1.071152124
910	1.071146171
911	1.071139056
912	1.071131447
913	1.071126688
914	1.071121261
915	1.071113627
916	1.071106776
917	1.071101773
918	1.071096152
919	1.071086369
920	1.071081658
921	1.071073557
922	1.071065926
923	1.071060667
924	1.071054529
925	1.07104793
926	1.071041632
927	1.071034729
928	1.071027722
929	1.071020869
930	1.071015433
931	1.071007931
932	1.071000799
933	1.070996212
934	1.070989922
935	1.07098233
936	1.070975874
937	1.070969448
938	1.070962821
939	1.070956838
940	1.070951422
941	1.070945528
942	1.070939535
943	1.070934208
944	1.070930382
945	1.070924407
946	1.070918634
947	1.07091397
948	1.070906452
949	1.070899228
950	1.070893562
951	1.070889201
952	1.070882655
953	1.07087683
954	1.070870759
955	1.070864312
956	1.070858775
957	1.070853542
958	1.0708488
959	1.070843807
960	1.070837663
961	1.070833318
962	1.070827657
963	1.070822789
964	1.070816858
965	1.070811432
966	1.070807142
967	1.070802156
968	1.070798868
969	1.070793658
970	1.070785238
971	1.070778822
972	1.07077342
973	1.070767464
974	1.070761026
975	1.070757012
976	1.070751298
977	1.07074715
978	1.070740943
979	1.070735072
980	1.070729099
981	1.070722566
982	1.070716269
983	1.070712122
984	1.070705024
985	1.070699215
986	1.070694199
987	1.070689199
988	1.070685072
989	1.070679327
990	1.070672791
991	1.070666277
992	1.070661946
993	1.070654243
994	1.070648494
995	1.070642713
996	1.07063662
997	1.070631035
998	1.070625881
999	1.070620813
